match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder
506,1,Kolkata Knight Riders,Royal Challengers Bangalore,18,7,RV Uthappa,Shakib Al Hasan,AB Dinda,0,0,0,0,0,0,4,0,4,,,
506,1,Kolkata Knight Riders,Royal Challengers Bangalore,19,1,Shakib Al Hasan,RV Uthappa,AN Ahmed,0,0,0,0,0,0,1,0,1,,,
506,1,Kolkata Knight Riders,Royal Challengers Bangalore,19,2,RV Uthappa,Shakib Al Hasan,AN Ahmed,0,0,0,0,0,0,1,0,1,,,
506,1,Kolkata Knight Riders,Royal Challengers Bangalore,19,3,Shakib Al Hasan,RV Uthappa,AN Ahmed,0,0,0,0,0,0,0,0,0,,,
506,1,Kolkata Knight Riders,Royal Challengers Bangalore,19,4,Shakib Al Hasan,RV Uthappa,AN Ahmed,0,0,0,0,0,0,0,0,0,Shakib Al Hasan,bowled,
506,1,Kolkata Knight Riders,Royal Challengers Bangalore,19,5,RN ten Doeschate,RV Uthappa,AN Ahmed,0,0,0,0,0,0,0,0,0,,,
506,1,Kolkata Knight Riders,Royal Challengers Bangalore,19,6,RN ten Doeschate,RV Uthappa,AN Ahmed,0,0,0,0,0,0,6,0,6,,,
506,1,Kolkata Knight Riders,Royal Challengers Bangalore,20,1,RV Uthappa,RN ten Doeschate,MA Starc,0,0,0,0,0,0,2,0,2,,,
506,1,Kolkata Knight Riders,Royal Challengers Bangalore,20,2,RV Uthappa,RN ten Doeschate,MA Starc,0,0,0,0,0,0,1,0,1,,,
506,1,Kolkata Knight Riders,Royal Challengers Bangalore,20,3,RN ten Doeschate,RV Uthappa,MA Starc,0,0,1,0,0,0,0,1,1,,,
506,1,Kolkata Knight Riders,Royal Challengers Bangalore,20,4,RV Uthappa,RN ten Doeschate,MA Starc,0,0,0,0,0,0,0,0,0,,,
506,1,Kolkata Knight Riders,Royal Challengers Bangalore,20,5,RV Uthappa,RN ten Doeschate,MA Starc,0,0,0,0,0,0,4,0,4,,,
506,1,Kolkata Knight Riders,Royal Challengers Bangalore,20,6,RV Uthappa,RN ten Doeschate,MA Starc,0,0,0,0,0,0,4,0,4,,,
